Plasmids	locus_tag(Term)	protein_id(Term)	E-value_1(Term)	E-value_2(Term)	locus_tag(TMP)	protein_id(TMP)	E-value_1(TMP)	E-value_2(TMP)	locus_tag(MCP)	protein_id(MCP)	E-value_1(MCP)	E-value_2(MCP)	locus_tag(ParA)	protein_id(ParA)	E-value_1(ParA)	E-value_2(ParA)	locus_tag(ParM)	protein_id(ParM)	E-value_1(ParM)	E-value_2(ParM)	locus_tag(XerC)	protein_id(XerC)	E-value_1(XerC)	E-value_2(XerC)
CP015730.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP015729.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009593.1	-	-	-	-	-	-	-	-	-	-	-	-	BG11_5841	AJH60074.1	6.9e-19	7.8e-19	-	-	-	-	-	-	-	-
CP009593.1	-	-	-	-	-	-	-	-	-	-	-	-	BG11_5841	AJH60074.1	1e-09	1.3e-09	-	-	-	-	-	-	-	-
NC_025012.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST1396_p1	YP_009062845.1	7.9e-10	9.1e-10
JPYN01000058.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
JPYN01000058.1	-	-	-	-	IY08_29040	KGT40625.1	5.2e-07	6.5e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
JPYN01000058.1	-	-	-	-	IY08_28990	KGT40618.1	2.5e-06	2.5e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
JPYN01000058.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
JPYN01000058.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABCZ02000101.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABCZ02000102.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	4.7e-17	4.7e-17	-	-	-	-	pLVP1401_64	CBW44215.1	2.9e-13	4.1e-13
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	9e-34	1.1e-33	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	1.8e-17	1.5e-09	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_65	CBW44216.1	2.5e-09	3.6e-09	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	8.6e-20	1.2e-19	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	1.4e-35	1.8e-35	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	2e-12	3e-12	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	2.7e-14	3.3e-14	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	1.6e-05	3.2e-05	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	2.4e-20	1.9e-19	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	1.4e-18	3.8e-18	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	pLVP1401_23	CBW44174.1	1.1e-07	3.9e-06	-	-	-	-	-	-	-	-
FR675941.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	BCAH1134_C0535	EDZ49131.1	0.00082	0.0011	BCAH1134_C0750	EDZ49022.1	4.5e-05	0.0021	-	-	-	-	BCAH1134_C0384	EDZ48965.1	1e-39	2.8e-39
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH1134_C0750	EDZ49022.1	5.8e-09	1.1e-08	-	-	-	-	BCAH1134_C0394	EDZ49278.1	7.7e-37	4.9e-35
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH1134_C0750	EDZ49022.1	0.00026	0.0036	-	-	-	-	BCAH1134_C0458	EDZ49031.1	7.2e-25	1.1e-24
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH1134_C0670	EDZ49490.1	1.1e-17	1.9e-15	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH1134_C0639	EDZ49420.1	8.1e-08	1.2e-07	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	BCAH1134_C0683	EDZ49081.1	5.2e-07	6.5e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	BCAH1134_C0698	EDZ49101.1	2.5e-06	2.5e-06	-	-	-	-	BCAH1134_C0750	EDZ49022.1	3.6e-07	2.1e-06	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH1134_C0750	EDZ49022.1	2.1e-07	6.8e-07	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH1134_C0670	EDZ49490.1	1.7e-07	0.012	-	-	-	-	-	-	-	-
ABDA02000035.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AB083655.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BAC57065.1	7.9e-10	9.1e-10
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0130	EAL12831.1	4.7e-15	1.7e-07	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0130	EAL12831.1	5e-08	0.004	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	BCE_G9241_pBCXO1_0105	EAL12806.1	0.00047	0.00062	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000036.1	-	-	-	-	BCE_G9241_pBCXO1_0094	EAL12795.1	9e-07	9e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000038.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0065	EAL12718.1	0.00011	0.0033	-	-	-	-	-	-	-	-
AAEK01000038.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0065	EAL12718.1	1.3e-09	2.7e-09	-	-	-	-	-	-	-	-
AAEK01000038.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0065	EAL12718.1	1.3e-05	0.0026	-	-	-	-	-	-	-	-
AAEK01000038.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0065	EAL12718.1	3.2e-07	1.9e-06	-	-	-	-	-	-	-	-
AAEK01000038.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AAEK01000038.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0065	EAL12718.1	0.001	0.0046	-	-	-	-	-	-	-	-
AAEK01000038.1	-	-	-	-	-	-	-	-	-	-	-	-	BCE_G9241_pBCXO1_0065	EAL12718.1	2.2e-07	7.6e-07	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS00075	WP_000386620.1	4e-40	9.2e-40
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	3.3e-21	2.8e-11	-	-	-	-	FRY47_RS00775	WP_098535306.1	2.4e-27	4e-25
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS00960	WP_000375874.1	0.00026	0.013	-	-	-	-	FRY47_RS00350	WP_001035905.1	1.1e-24	1.6e-24
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	5.5e-22	5.5e-10	-	-	-	-	FRY47_RS00780	WP_168455249.1	5.5e-14	2.1e-13
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS00960	WP_000375874.1	9.5e-08	1.8e-07	-	-	-	-	FRY47_RS01635	-	6.3e-05	6.9e-05
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	3.3e-17	1.6e-09	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS00625	WP_168455149.1	1.4e-17	2.1e-15	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	FRY47_RS01360	WP_168455190.1	1.6e-07	2.2e-07	-	-	-	-	FRY47_RS01545	WP_168455200.1	1.5e-12	6.9e-07	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	6e-30	1.7e-16	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS00960	WP_000375874.1	5.1e-06	3e-05	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	5.8e-07	0.00099	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	3.3e-08	0.00076	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	1e-17	5.4e-10	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	FRY47_RS00745	WP_168455157.1	1.8e-05	1.8e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	9.8e-15	7e-09	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS00960	WP_000375874.1	6.7e-07	2.3e-06	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS01545	WP_168455200.1	2.8e-07	5.5e-07	-	-	-	-	-	-	-	-
NZ_CP042875.1	-	-	-	-	-	-	-	-	-	-	-	-	FRY47_RS00625	WP_168455149.1	3.8e-08	0.0066	-	-	-	-	-	-	-	-
GQ404376.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP034552.1	-	-	-	-	-	-	-	-	EJ379_RS28095	WP_000852326.1	0.00018	0.14	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP012486.1	-	-	-	-	-	-	-	-	-	-	-	-	ACN91_RS27610	WP_053565557.1	2.9e-19	5.7e-19	-	-	-	-	-	-	-	-
NZ_CP012486.1	-	-	-	-	-	-	-	-	-	-	-	-	ACN91_RS27610	WP_053565557.1	8.1e-13	2.6e-12	-	-	-	-	-	-	-	-
NZ_CP012486.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP012486.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP012486.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP012485.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP012484.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS31035	-	8.3e-11	9.6e-11	-	-	-	-	A7A70_RS29055	WP_071680189.1	2.2e-32	2.9e-32
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS28085	-	8.9e-29	2.2e-28
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS31035	-	0.00057	0.00064	-	-	-	-	A7A70_RS28440	WP_071680111.1	2.4e-24	2.4e-24
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS29120	WP_071680197.1	8.1e-22	1.6e-21
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	A7A70_RS29700	WP_071680269.1	7.5e-11	7.5e-11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	A7A70_RS29700	WP_071680269.1	5e-14	5e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	8.9e-18	1.9e-17	-	-	-	-	A7A70_RS27665	WP_071680025.1	5.8e-10	7.2e-10
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	3.5e-35	4.5e-35	-	-	-	-	A7A70_RS27620	WP_061402413.1	2.2e-06	5.5e-06
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	1.7e-17	1.5e-09	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	2.5e-19	3.7e-19	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	1.6e-36	2e-36	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	1.7e-13	2.6e-13	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	6.2e-16	7.5e-16	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	1.1e-06	2.3e-06	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	4.6e-20	3.6e-19	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	8.1e-19	1.6e-18	-	-	-	-	-	-	-	-
NZ_CP015591.1	-	-	-	-	-	-	-	-	-	-	-	-	A7A70_RS27685	WP_001018648.1	7.6e-08	1.9e-06	-	-	-	-	-	-	-	-
NZ_CP015590.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP015590.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	CJ306_RS28590	WP_088344556.1	0.00017	0.0064	-	-	-	-	CJ306_RS29435	WP_000386620.1	4e-40	9.2e-40
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	CJ306_RS28590	WP_088344556.1	5.8e-07	1.2e-06	-	-	-	-	CJ306_RS29210	WP_001035905.1	1.1e-24	1.6e-24
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	CJ306_RS28590	WP_088344556.1	5.2e-05	0.00028	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	CJ306_RS30335	WP_119684395.1	5.1e-08	6.7e-08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	CJ306_RS28590	WP_088344556.1	2.4e-07	7.8e-07	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	CJ306_RS30495	WP_119684414.1	2.4e-16	3.1e-16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	CJ306_RS28860	WP_119684257.1	2.4e-07	3.1e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023246.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	3.2e-12	1.2e-11	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	2.5e-18	5.2e-18	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27440	WP_000810415.1	2.1e-12	1.1e-06	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	1.9e-35	2.4e-35	-	-	-	-	-	-	-	-
NC_016794.1	-	-	-	-	-	-	-	-	BCF_RS27415	-	2.3e-99	2.8e-99	BCF_RS27280	WP_001018643.1	1.7e-17	1.2e-09	-	-	-	-	-	-	-	-
NC_016794.1	-	-	-	-	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	3.3e-19	5e-19	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	2.2e-61	2.9e-61	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	2.6e-36	3.1e-36	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27430	WP_000182666.1	0.00078	0.0031	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	8.7e-13	1.4e-12	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27430	WP_000182666.1	4.1e-104	5.1e-104	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	6.5e-16	7.8e-16	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27440	WP_000810415.1	3.7e-56	1.7e-53	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	4.6e-06	1e-05	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	5.8e-32	7.6e-32	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	1.5e-20	1.3e-19	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27420	WP_000746380.1	1.4e-95	4e-79	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	1.5e-18	4.3e-18	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	4.6e-72	6.6e-72	-	-	-	-	-	-	-	-	BCF_RS27280	WP_001018643.1	1.3e-07	1.3e-05	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	4.2e-33	6.1e-33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27440	WP_000810415.1	1.9e-15	1e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	5.4e-144	7e-144	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016794.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	8.4e-16	1.4e-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016794.1	BCF_RS27435	WP_041184386.1	1.1e-09	3.3e-09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016780.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	BCN_RS30205	WP_085963576.1	0.00056	0.00076	BCN_RS27720	WP_000441032.1	0.00021	0.013	-	-	-	-	BCN_RS28375	WP_000066149.1	8.9e-40	6.5e-38
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	BCN_RS27720	WP_000441032.1	2.7e-07	5.3e-07	-	-	-	-	BCN_RS28030	WP_001021543.1	1.1e-34	1.5e-34
NC_016792.1	-	-	-	-	BCN_RS27450	WP_000721797.1	1.3e-12	1.6e-12	-	-	-	-	BCN_RS27720	WP_000441032.1	0.00065	0.0031	-	-	-	-	BCN_RS27480	WP_002029030.1	3.2e-19	6e-19
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	BCN_RS27450	WP_000721797.1	2e-13	2e-13	-	-	-	-	BCN_RS28110	WP_033656251.1	9.2e-21	1.7e-19	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	BCN_RS28100	WP_001226074.1	2.6e-20	5.6e-19	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	BCN_RS28235	WP_000576160.1	1.1e-15	5e-14	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	BCN_RS27870	WP_000639134.1	1.5e-14	6.1e-08	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	BCN_RS28160	WP_000690663.1	4.9e-12	6.2e-12	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	BCN_RS27950	WP_000081396.1	1.7e-07	1.7e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	BCN_RS27720	WP_000441032.1	6.9e-07	3e-06	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NC_016792.1	-	-	-	-	-	-	-	-	-	-	-	-	BCN_RS27720	WP_000441032.1	0.00085	0.0064	-	-	-	-	-	-	-	-
